,Top10,appid
13462,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571870
13463,"['appid', 'story_rich', 'choices_matter', 'psychological_horror', 'adventure', 'crime', 'simulation', 'rpg', 'singleplayer', 'free_to_play']",571880
13464,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571890
13465,"['appid', 'adventure', 'action', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571910
13466,"['appid', 'free_to_play', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",572000
13467,"['appid', 'action', 'adventure', 'open_world', 'zombies', 'atmospheric', 'building', 'moba', 'horror', 'heist']",572010
13468,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572020
13469,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",572040
13470,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572050
13471,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572130
13472,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572160
13473,"['appid', 'adventure', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572170
13474,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572180
13475,"['appid', 'action', 'strategy', 'physics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",572220
13476,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",572240
13477,"['appid', 'action', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572290
13478,"['appid', 'strategy', 'survival', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572300
13479,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572330
13480,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572350
13481,"['appid', 'strategy', 'simulation', 'military', 'multiplayer', 'action', 'tactical', 'war', 'singleplayer', 'open_world']",572410
13482,"['appid', 'action', 'pixel_graphics', 'simulation', 'strategy', 'adventure', 'singleplayer', 'great_soundtrack', 'funny', 'tactical']",572430
13483,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",572480
13484,"['appid', 'strategy', 'free_to_play', 'moba', 'action', 'pvp', 'e_sports', 'competitive', 'online_co_op', 'co_op']",572520
13485,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572540
13486,"['appid', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572570
13487,"['appid', 'adventure', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572580
13488,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572630
13489,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",572640
13490,"['appid', 'free_to_play', 'action', 'strategy', 'horror', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'first_person']",572660
13491,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572700
13492,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572710
13493,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572720
13494,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572730
13495,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572740
13496,"['appid', 'singleplayer', '2d', 'great_soundtrack', 'dark_fantasy', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",572760
13497,"['appid', 'action', 'adventure', 'funny', '2d', 'comedy', 'driving', 'moba', 'horror', 'heist']",572890
13498,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",572980
13499,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573040
13500,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573050
13501,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",573060
13502,"['appid', 'racing', '2d', 'great_soundtrack', 'multiplayer', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",573070
13503,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573080
13504,"['appid', 'sandbox', 'simulation', 'building', 'open_world', 'multiplayer', 'physics', 'adventure', 'co_op', 'singleplayer']",573090
13505,"['appid', 'strategy', 'co_op', 'singleplayer', 'multiplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573100
13506,"['appid', 'adventure', 'first_person', 'singleplayer', 'great_soundtrack', 'fps', 'dark_fantasy', 'horror', 'heist', 'funny']",573110
13507,"['appid', 'adventure', 'rpg', 'survival', 'strategy', 'simulation', '2d', 'singleplayer', 'atmospheric', 'funny']",573120
13508,"['appid', 'adventure', 'atmospheric', 'first_person', 'exploration', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack']",573130
13509,"['appid', 'rpg', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573170
13510,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573210
13511,"['appid', 'action', 'adventure', 'horror', 'singleplayer', 'first_person', 'shooter', 'tactical', 'great_soundtrack', '2d']",573260
13512,"['appid', 'adventure', 'simulation', 'rpg', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573270
13513,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573280
13514,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573300
13515,"['appid', 'rpg', 'adventure', 'great_soundtrack', '2d', 'comedy', 'pixel_graphics', 'singleplayer', 'story_rich', 'exploration']",573320
13516,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573330
13517,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573340
13518,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",573360
13519,"['appid', 'action', 'adventure', 'rpg', 'exploration', 'story_rich', 'atmospheric', 'great_soundtrack', 'horror', 'heist']",573370
13520,"['appid', 'strategy', 'simulation', 'singleplayer', 'great_soundtrack', 'moddable', 'tactical', 'co_op', 'multiplayer', 'funny']",573410
13521,"['appid', 'action', 'adventure', 'strategy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573460
13522,"['appid', 'simulation', 'strategy', 'trading', 'great_soundtrack', 'sandbox', 'multiplayer', 'online_co_op', 'fps', 'driving']",573490
13523,"['appid', 'action', 'adventure', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573520
13524,"['appid', 'adventure', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573530
13525,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573550
13526,"['appid', 'action', 'co_op', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573600
13527,"['appid', 'action', 'adventure', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573610
13528,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",573650
13529,"['appid', 'adventure', 'action', 'rpg', 'great_soundtrack', 'singleplayer', 'horror', 'heist', 'funny', 'free_to_play']",573660
13530,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573670
13531,"['appid', 'simulation', 'singleplayer', 'open_world', 'driving', 'sandbox', 'strategy', 'first_person', 'great_soundtrack', 'multiplayer']",573680
13532,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573690
13533,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573700
13534,"['appid', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",573710
13535,"['appid', 'adventure', 'simulation', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573720
13536,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573730
13537,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573740
13538,"['appid', 'strategy', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573750
13539,"['appid', 'strategy', 'simulation', 'adventure', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",573760
13540,"['appid', 'free_to_play', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",573770
13541,"['appid', 'action', 'rpg', 'adventure', 'pixel_graphics', '2d', 'horror', 'heist', 'great_soundtrack', 'funny']",573780
13542,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",573790
13543,"['appid', 'free_to_play', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",573800
13544,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574010
13545,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574030
13546,"['appid', 'action', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574040
13547,"['appid', 'rpg', 'action', 'co_op', 'open_world', 'adventure', 'fantasy', 'multiplayer', 'online_co_op', 'heist']",574050
13548,"['appid', 'free_to_play', 'strategy', 'tactical', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",574070
13549,"['appid', 'fps', 'action', 'simulation', 'strategy', 'rpg', 'multiplayer', 'first_person', 'free_to_play', 'dark_fantasy']",574080
13550,"['appid', 'action', 'fps', 'crafting', 'first_person', 'singleplayer', 'co_op', 'online_co_op', 'driving', 'horror']",574090
13551,"['appid', 'action', 'adventure', 'physics', 'funny', 'singleplayer', 'third_person', 'great_soundtrack', 'comedy', 'exploration']",574120
13552,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574140
13553,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574150
13554,"['appid', 'action', 'great_soundtrack', 'dinosaurs', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",574160
13555,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574170
13556,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574190
13557,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574200
13558,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574220
13559,"['appid', 'adventure', 'fantasy', 'horror', 'singleplayer', '2d', 'atmospheric', 'great_soundtrack', 'story_rich', 'first_person']",574260
13560,"['appid', 'adventure', 'story_rich', '2d', 'horror', 'atmospheric', 'great_soundtrack', 'fantasy', 'singleplayer', 'first_person']",574270
13561,"['appid', 'adventure', 'atmospheric', 'great_soundtrack', '2d', 'story_rich', 'singleplayer', 'exploration', 'fps', 'fantasy']",574310
13562,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574410
13563,"['appid', 'adventure', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574420
13564,"['appid', 'free_to_play', 'action', 'adventure', 'simulation', 'strategy', 'multiplayer', 'dinosaurs', 'heist', 'great_soundtrack']",574440
13565,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574500
13566,"['appid', 'action', 'adventure', 'strategy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574520
13567,"['appid', 'pixel_graphics', 'funny', 'comedy', '2d', 'singleplayer', 'adventure', 'psychological_horror', 'driving', 'heist']",574560
13568,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574580
13569,"['appid', 'co_op', 'atmospheric', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574590
13570,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574640
13571,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574690
13572,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574710
13573,"['appid', 'free_to_play', 'horror', 'adventure', 'psychological_horror', 'pixel_graphics', 'rpg', 'great_soundtrack', 'story_rich', 'heist']",574740
13574,"['appid', 'simulation', 'strategy', 'survival', '2d', 'atmospheric', 'building', 'great_soundtrack', 'funny', 'dinosaurs']",574760
13575,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574780
13576,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574810
13577,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574820
13578,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",574850
13579,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574860
13580,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",574890
13581,"['appid', 'adventure', 'action', '2d', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",574910
13582,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",574920
13583,"['appid', 'action', 'adventure', 'atmospheric', 'great_soundtrack', 'online_co_op', 'driving', 'horror', 'heist', 'funny']",574940
13584,"['appid', 'great_soundtrack', 'action', 'multiplayer', '2d', 'pixel_graphics', 'driving', 'horror', 'heist', 'funny']",574980
13585,"['appid', 'action', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",575000
13586,"['appid', 'story_rich', 'adventure', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",575010
13587,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",575030
13588,"['appid', 'action', 'adventure', '2d', 'physics', 'exploration', 'driving', 'horror', 'heist', 'great_soundtrack']",575050
